TOWNAME,ELECT_STAT,PROJECT,POP,POP 2020,DISTRICT,REGION,REMARKS,ISLAND,YOE,COMMUNITY_,POINT_X,POINT_Y,lon,lat
Afraniekrom (Atwima Takoradi),YES,NA,628,722.2,Atwima Mponua,Ashanti,NA,No,NA,NA,590216.331,722510.2787,6.535831599,-2.1840074
Afransie,YES,NA,977,1123.55,Bekwai Municipal,Ashanti,NA,No,NA,NA,646743.3005,710269.7814,6.424043599,-1.673094399
Afrantwo,YES,NA,6683,7685.45,Kwabre,Ashanti,NA,No,NA,NA,649700.3232,748862.9547,6.772993698,-1.645412899
Afrantwo (Afrancho),YES,NA,1523,1751.45,Atwima Kwanwoma,Ashanti,NA,No,NA,NA,640236.2802,731866.143,6.619508299,-1.731432099
Afrantwo (Odumase Afran),YES,NA,1912,2198.8,Atwima Kwanwoma,Ashanti,NA,No,NA,NA,650964.7883,725346.8366,6.560293599,-1.6345621
Afraso,YES,NA,864,993.6,Amansie West,Ashanti,NA,No,NA,NA,613232.6474,697686.6256,6.310927999,-1.976297499
Afrefu,YES,NA,73,83.95,Ejisu-Juaben Municipal,Ashanti,NA,No,NA,NA,674521.9326,747213.3342,6.757398998,-1.420912999
Agareago (Agyareago),YES,NA,666,765.9,Asante Akim Central Municipal,Ashanti,NA,No,NA,NA,694506.7753,733880.978,6.636230999,-1.240575699
Agogo,YES,NE,42762,49176.3,Asante Akim North,Ashanti,NA,No,NA,NA,711650.3386,751740.6954,6.797125998,-1.084927398
Agogo,YES,NA,3857,4435.55,Atwima Nwabiagya,Ashanti,NA,No,NA,NA,640343.0581,738682.3398,6.681150561,-1.730308115
Agogooso,YES,NA,797,916.55,Adansi North,Ashanti,NA,No,NA,NA,668593.6254,700483.485,6.334996199,-1.475821899
Agogoso,YES,NA,1438,1653.7,Atwima Mponua,Ashanti,NA,No,NA,NA,603176.3776,730333.9653,6.606392499,-2.066663799
Agogoso,YES,NA,1496,1720.4,Adansi North,Ashanti,NA,No,NA,NA,666302.6388,675150.2287,6.105965099,-1.497179698
Agona,YES,NA,14099,16213.85,Sekyere South,Ashanti,NA,No,NA,NA,666977.5113,766736.9759,6.934164998,-1.488603499
Agravie Tonkoase,YES,CWE,61,70.15,Adansi South,Ashanti,NA,No,2017,NA,684051.67,677454.426,6.126328898,-1.336766998
Agroyesum,YES,NA,2130,2449.5,Amansie West,Ashanti,NA,No,NA,NA,623973.2321,709071.5076,6.413698199,-1.878984
Agyarekrom No.1&2                   (Mangoase),YES,NA,106,121.9,Adansi North,Ashanti,NA,No,NA,NA,695575.4593,690236.5473,6.241570899,-1.232277899
Agyarko Bouho,YES,NA,584,671.6,Kwabre,Ashanti,NA,No,NA,NA,652144.6183,750600.9421,6.788648898,-1.623254999
Agyeikrom,YES,CWE,422,485.3,Asante Akim South,Ashanti,NA,No,2018,NA,707907.8809,706471.189,6.387967498,-1.120320498
Agyenkwaso,YES,NA,325,373.75,Adansi North,Ashanti,NA,No,NA,NA,672012.3595,692074.912,6.258866898,-1.445148598
Ahenema Kokoben,YES,NA,5149,5921.35,Atwima Kwanwoma,Ashanti,NA,No,NA,NA,648888.2436,732086.3871,6.621294198,-1.653175899
Ahenkro,YES,NA,2000,2300,Afigya Kwabre,Ashanti,TRUNK,No,NA,NA,650352.8813,760295.2895,6.876365107,-1.639217299
Ahensa,YES,NA,38072,43782.8,Kumasi Metropolitan,Ashanti,NA,No,NA,NA,654977.3055,736910.5837,6.66476887,-1.597982481
Ahensan,YES,NA,2219,2551.85,Sekyere East,Ashanti,NA,No,NA,NA,686143.7159,757091.4789,6.846365999,-1.315476998
Ahensan,YES,NA,1071,1231.65,Adansi North,Ashanti,NA,No,NA,NA,664027.9826,699847.0394,6.329360299,-1.517104699
Ahodwo,YES,NA,151,173.65,Kwabre,Ashanti,NA,No,NA,NA,655441.4699,758046.1568,6.855892498,-1.593231599
Ahodwo,YES,NA,6451,7418.65,Kumasi Metropolitan,Ashanti,NA,No,NA,NA,652523.5565,735973.8958,6.656360512,-1.620199821
Ahodwo,YES,NA,1198,1377.7,Kwabre,Ashanti,FEEDER ROAD,No,NA,NA,664775.7856,750013.5552,6.782999207,-1.508998198
Ahomahoma,YES,CWE,345,396.75,Adansi South,Ashanti,FEEDER ROAD,No,2017,NA,667114.3301,661258.5502,5.980320106,-1.490194698
Ahunjo (Ahodwo),YES,NA,732,841.8,Atwima Nwabiagya,Ashanti,NA,No,NA,NA,635827.7038,742825.2079,6.718722199,-1.771058499
Ahwerewa,YES,NA,1301,1496.15,Amansie West,Ashanti,NA,No,NA,NA,626158.3342,724997.5488,6.557695299,-1.8589041
Ahwerewa,YES,NA,967,1112.05,Sekyere East,Ashanti,NA,No,NA,NA,682533.6038,755084.9599,6.828335899,-1.348199999
Ahwiaa,YES,NA,45378,52184.7,Kwabre,Ashanti,NA,No,NA,NA,655297.8946,747664.7223,6.762013898,-1.594803899
Ahwiaa,YES,NA,1242,1428.3,Bekwai Municipal,Ashanti,NA,No,NA,NA,650917.2297,708279.3033,6.405943298,-1.6354073
Ahyireso,YES,UWE,2161,2485.15,Atwima Mponua,Ashanti,NA,No,2015,NA,573502.1844,722647.3192,6.537293598,-2.3351749
Ajaajukrom,YES,NA,228,262.2,Amansie West,Ashanti,NA,No,NA,NA,617236.8917,711849.4184,6.438952899,-1.939837399
Akaporiso,YES,NA,13212,15193.8,Obuasi Municipal,Ashanti,NA,No,NA,NA,652056.6674,685449.6725,6.199453799,-1.625650099
Akasenim (Akasanim),YES,NA,1074,1235.1,Amansie Central,Ashanti,NA,No,NA,NA,649376.1188,702722.2786,6.355724299,-1.649470999
Akataniase,YES,UWE,942,1083.3,Amansie West,Ashanti,NA,No,NA,NA,615294.4106,719448.0907,6.507716399,-1.9572601
Aketebommo (Aketebombo),YES,NA,454,522.1,Kwabre,Ashanti,NA,No,NA,NA,663290.7281,749869.8854,6.781741098,-1.5224369
Aketechieso,YES,NA,1926,2214.9,Amansie Central,Ashanti,NA,No,NA,NA,645038.0207,694299.0651,6.279647099,-1.688877
Akokoamong,YES,NA,714,821.1,Ejisu-Juaben Municipal,Ashanti,NA,No,NA,NA,661928.5334,743961.2275,6.728345998,-1.534920999
Akokoaso,YES,NA,752,864.8,Amansie Central,Ashanti,NA,No,NA,NA,650916.0985,699699.4343,6.328350298,-1.635622399
Akokoaso,YES,NA,2234,2569.1,Sekyere East,Ashanti,NA,No,NA,NA,684029.2398,757875.4,6.853520999,-1.334581999
Akokofe,YES,NA,1797,2066.55,Bosumtwe,Ashanti,NA,No,NA,NA,664593.8091,720559.4526,6.516650199,-1.511446299
Akom,YES,NA,1000,1150,Afigya Kwabre,Ashanti,TRUNK,No,NA,NA,649333.1553,757134.2467,6.847804407,-1.648525298
Akomadan,YES,NA,25052,28809.8,Offinso North,Ashanti,NA,No,NA,NA,615142.9037,817986.4345,7.398946697,-1.9566656
Akomkurom,YES,ELTEL,21,24.15,Ejisu-Juaben Municipal,Ashanti,NA,No,NA,NA,680821.159,745037.6881,6.737537951,-1.363998717
Akonkye,YES,NA,1050,1207.5,Atwima Mponua,Ashanti,NA,No,NA,NA,611118.8776,743891.9934,6.728880798,-1.994573099
Akorabuokrom,YES,NA,968,1113.2,Atwima Mponua,Ashanti,NA,No,NA,NA,593390.4562,726191.4775,6.569081198,-2.155244
Akorem,YES,NA,20365,23419.75,Asokore Mampong Municipal,Ashanti,FEEDER ROAD,No,NA,NA,655527.0695,740265.6812,6.695096006,-1.592923298
Akosomo,YES,NA,764,878.6,Atwima Kwanwoma,Ashanti,NA,No,NA,NA,643419.1794,733848.526,6.637362198,-1.7025979
Akosua-Nkwanta,YES,NA,702,807.3,Kumawu,Ashanti,NA,No,NA,NA,692931.391,763806.5569,6.906863198,-1.253848699
Akotaa,YES,NA,1381,1588.15,Atwima Mponua,Ashanti,NA,No,NA,NA,588663.4013,720951.5069,6.521754699,-2.1980749
Akotosu,YES,NA,116,133.4,Asante Akim South,Ashanti,NA,No,NA,NA,700430.9359,713557.338,6.452280198,-1.187668999
Akotosu,YES,NA,330,379.5,Kumawu,Ashanti,NA,No,NA,NA,681596.5306,761395.5324,6.885426798,-1.356481899
Akrofonso,YES,NA,2053,2360.95,Sekyere South,Ashanti,NA,No,NA,NA,668946.8348,765387.2715,6.921902898,-1.470821799
Akrofonso,YES,NA,545,626.75,Ahafo Ano North,Ashanti,NA,No,NA,NA,575760.4471,758515.5605,6.861709699,-2.314297
Akrofrom,YES,NA,1664,1913.6,Amansie Central,Ashanti,NA,No,NA,NA,654208.5159,707237.1138,6.396438299,-1.605678999
Akrofrom,YES,NA,1116,1283.4,Atwima Nwabiagya,Ashanti,NA,No,NA,NA,633777.3618,741300.5587,6.704979398,-1.789640799
Akrofuom,YES,NA,9646,11092.9,Adansi South,Ashanti,NA,No,NA,NA,649000.0887,676854.4573,6.121791699,-1.653467399
Akrokerri,YES,NA,10373,11928.95,Adansi North,Ashanti,NA,No,NA,NA,672035.4186,692086.7133,6.258972999,-1.444939899
Akrokyere,YES,NA,1824,2097.6,Kumawu,Ashanti,NA,No,NA,NA,683807.7621,766523.6712,6.931727061,-1.336313013
Akroma Krom,YES,UWE,245,281.75,Asante Akim South,Ashanti,NA,No,2015,NA,712031.0481,712674.3139,6.443912998,-1.082847598
Akronwi,YES,NA,2367,2722.05,Ejisu-Juaben Municipal,Ashanti,NA,No,NA,NA,688286.4074,715439.5426,6.469677998,-1.297390998
Akropong,YES,NA,6118,7035.7,Atwima Nwabiagya,Ashanti,NA,No,NA,NA,640280.5908,745360.5828,6.741548972,-1.730716743
Akroso,YES,CWE,38,43.7,Adansi South,Ashanti,NA,No,2017,NA,694243.0821,658496.4808,5.954616999,-1.245250198
Akrukoso    (Akrukroso),YES,NA,165,189.75,Amansie West,Ashanti,NA,No,NA,NA,627912.955,719289.8707,6.506037098,-1.8431544
Akuakurom,YES,NA,1431,1645.65,Sekyere East,Ashanti,NA,No,NA,NA,687536.0834,750464.7668,6.786402698,-1.303091199
Akukorsua,YES,NA,756,869.4,Kwabre,Ashanti,NA,No,NA,NA,652844.4318,749569.7829,6.779305699,-1.616950299
Akuntam,YES,NA,401,461.15,Amansie West,Ashanti,NA,No,NA,NA,611530.668,714772.6481,6.465497299,-1.991380399
Akuroforom,YES,NA,706,811.9,Afigya Kwabre,Ashanti,NA,No,NA,NA,646529.5604,754773.9489,6.826529498,-1.673952199
Akutreso,YES,NA,1741,2002.15,Adansi South,Ashanti,NA,No,NA,NA,689365.4389,674113.4498,6.095968,-1.288857999
Akutuase,YES,NA,2576,2962.4,Asante Akim North,Ashanti,NA,No,NA,NA,702318.043,748776.3588,6.770650798,-1.169439899
Akutuasi,YES,NA,489,562.35,Amansie Central,Ashanti,NA,No,NA,NA,638808.0904,699543.2373,6.327213599,-1.745071299
Akwaatia,YES,CWE,404,464.6,Asante Akim South,Ashanti,NA,No,2018,NA,713644.8308,717998.0831,6.491990099,-1.068078799
Akwabetoso,YES,NA,287,330.05,Bekwai Municipal,Ashanti,NA,No,NA,NA,656681.6223,711472.0089,6.434674998,-1.583216499
Akwaduo,YES,NA,717,824.55,Bosumtwe,Ashanti,NA,No,NA,NA,663293.674,729252.5471,6.595297298,-1.522970399
Akwansirem,YES,NA,3313,3809.95,Adansi North,Ashanti,NA,No,NA,NA,668124.9712,684357.8028,6.189183599,-1.480479499
Akwasiase,YES,NA,4400,5060,Ahafo Ano North,Ashanti,NA,No,NA,NA,588030.0575,772889.5608,6.991552598,-2.2030341
Akwasiso,YES,NA,1263,1452.45,Amansie West,Ashanti,NA,No,NA,NA,616003.3769,703575.349,6.364139799,-1.9511434
Akwatiakrom,YES,NA,174,200.1,Ahafo Ano South,Ashanti,NA,No,NA,NA,624251.7638,758990.184,6.865174498,-1.875441399
Akwatiakrom,YES,NA,369,424.35,Ahafo Ano South,Ashanti,NA,No,NA,NA,612586.0699,775402.9738,7.013856698,-1.980692199
Akyawkrom,YES,SHEP,2712,3118.8,Ejisu-Juaben Municipal,Ashanti,NA,No,NA,NA,670201.7056,744947.3604,6.737033469,-1.46005774
Akyease,YES,NA,398,457.7,Atwima Mponua,Ashanti,NA,No,NA,NA,576900.4068,737402.7024,6.670720998,-2.3042532
Akyease (Achiasi),YES,NA,629,723.35,Bekwai Municipal,Ashanti,NA,No,NA,NA,651002.9309,711745.5766,6.437288799,-1.634549
Akyena Barikese,YES,NA,345,396.75,Atwima Nwabiagya,Ashanti,NA,No,NA,NA,640524.3774,756604.8784,6.843234398,-1.728244199
Akyeremade,YES,NA,1172,1347.8,Bekwai Municipal,Ashanti,NA,No,NA,NA,663663.2654,720164.771,6.513105799,-1.519870499
Akyeremade,YES,NA,1379,1585.85,Kumasi Metropolitan,Ashanti,NA,No,NA,NA,644601.4878,735641.7592,6.653551599,-1.691861499
Amaanokrom (New Krobo),YES,NA,405,465.75,Adansi North,Ashanti,NA,No,NA,NA,680274.3904,684385.4002,6.189107598,-1.370700899
Amakom,YES,NA,56718,65225.7,Kumasi Metropolitan,Ashanti,FEEDER ROAD,No,NA,NA,653953.1068,739582.867,6.688961607,-1.607177798
Amakom-Lakeside,YES,NA,1519,1746.85,Bosumtwe,Ashanti,NA,No,NA,NA,680061.5487,717401.2546,6.487660399,-1.371687798
Amakrom,YES,NA,369,424.35,Ahafo Ano North,Ashanti,NA,No,NA,NA,594181.6795,765871.6513,6.927978298,-2.147459999
Amakye Bari/Barikuma,YES,NA,3030,3484.5,Atwima Nwabiagya,Ashanti,NA,No,NA,NA,637429.6561,754599.1115,6.825167698,-1.756293999
Amamum (Amamon),YES,NA,1336,1536.4,Amansie Central,Ashanti,NA,No,NA,NA,643684.5237,693405.1574,6.271593199,-1.701130299
Amanchia,YES,NA,2556,2939.4,Atwima Nwabiagya,Ashanti,NA,No,NA,NA,626236.2899,728921.0971,6.593179498,-1.858118099
Amanforom,YES,NA,3821,4394.15,Kumasi Metropolitan,Ashanti,NA,No,NA,NA,645886.0587,747025.6476,6.756472733,-1.679965681
Amanfrom,YES,CWE,709,815.35,Asante Akim South,Ashanti,NA,No,2018,NA,703036.0266,713814.8505,6.454524198,-1.164113099
Amanfrom,YES,NA,6307,7253.05,Kumasi Metropolitan,Ashanti,NA,No,NA,NA,648219.9867,737989.4898,6.674695861,-1.659075058
Amangoase,YES,NA,2269,2609.35,Atwima Mponua,Ashanti,NA,No,NA,NA,609019.865,730062.6444,6.603836599,-2.0138135
Amangoase,YES,NA,139,159.85,Sekyere East,Ashanti,NA,No,NA,NA,685718.3311,752495.8312,6.804825098,-1.319470399
Amangoase,YES,NA,257,295.55,Sekyere Central,Ashanti,NA,No,NA,NA,684036.9548,777151.9826,7.027822298,-1.333899199
Amangoase,YES,NA,1370,1575.5,Ahafo Ano South,Ashanti,NA,No,NA,NA,614165.7414,774920.4538,7.009461298,-1.966401699
Amankwa-Dei,YES,NA,414,476.1,Bosumtwe,Ashanti,NA,No,NA,NA,664938.1149,720805.7622,6.518868398,-1.508326599
Amantena,YES,NA,1576,1812.4,Asante Akim North,Ashanti,NA,No,NA,NA,706207.0737,748695.2483,6.769783698,-1.134267599
Amantia,YES,NA,2782,3199.3,Asante Akim South,Ashanti,NA,No,NA,NA,702104.1635,688203.2687,6.222985399,-1.173351399
Amape,YES,NA,2269,2609.35,Kwabre,Ashanti,NA,No,NA,NA,669134.7922,751907.48,6.800002798,-1.469510298
Amenase,YES,NA,1889,2172.35,Sekyere South,Ashanti,NA,No,NA,NA,665816.0117,779172.8827,7.046654298,-1.498755398
America Farms,YES,NA,6,6.9,Ejura-Sekyedumase,Ashanti,NA,No,NA,NA,678385.503,817505.4465,7.392887998,-1.383754698
Amoafo,YES,NA,156,179.4,Atwima Kwanwoma,Ashanti,NA,No,NA,NA,641297.6086,724143.1074,6.549637699,-1.722011699
Amoaful,YES,NA,1930,2219.5,Bekwai Municipal,Ashanti,NA,No,NA,NA,658785.3668,713051.5397,6.448906099,-1.564157399
Amoako,YES,NA,1200,1380,Afigya Kwabre,Ashanti,FEEDER ROAD,No,NA,NA,653068.6588,766946.7802,6.936446307,-1.614467699
Amoaman,YES,UWE,1293,1486.95,Atwima Nwabiagya,Ashanti,NA,No,NA,NA,645107.9013,751813.958,6.799795599,-1.686888299
Amoamang,YES,NA,2993,3441.95,Sekyere Central,Ashanti,NA,No,NA,NA,685711.9662,783543.633,7.085561598,-1.318530999
Amoamo/Dome,YES,NA,1706,1961.9,Bekwai Municipal,Ashanti,NA,No,NA,NA,653115.1731,709534.3799,6.417240398,-1.615506799
Amoan Achiase,YES,NA,2068,2378.2,Ejisu-Juaben Municipal,Ashanti,NA,No,NA,NA,661999.2691,745108.9461,6.738722998,-1.534249999
Amoawi,YES,NA,3809,4380.35,Offinso South Municipal,Ashanti,NA,No,NA,NA,644836.1128,768708.3643,6.952588998,-1.6889285
Amomorso,YES,NA,2042,2348.3,Bosome Freho,Ashanti,NA,No,NA,NA,677381.3691,701132.4094,6.340624799,-1.3963784
Ampabame,YES,NA,414,476.1,Kwabre,Ashanti,NA,No,NA,NA,651796.1323,750975.4194,6.792044399,-1.6263982
Ampabame,YES,NA,2034,2339.1,Offinso South Municipal,Ashanti,NA,No,NA,NA,645656.3826,767782.4481,6.944194798,-1.681528
Ampabame,YES,NA,8915,10252.25,Kumasi Metropolitan,Ashanti,NA,No,NA,NA,649757.3562,742490.4693,6.715362595,-1.645057063
Ampabame (Oldtown),YES,NA,277,318.55,Ejisu-Juaben Municipal,Ashanti,NA,No,NA,NA,673212.2889,741723.437,6.707793999,-1.432918998
Ampabame No.1,YES,NA,2892,3325.8,Atwima Kwanwoma,Ashanti,NA,No,NA,NA,651886.3537,730506.4379,6.606931699,-1.626100099
Ampabame No.2,YES,NA,1821,2094.15,Atwima Kwanwoma,Ashanti,NA,No,NA,NA,645765.085,729609.8156,6.598972599,-1.681481799
Ampaha,YES,NA,398,457.7,Bosome Freho,Ashanti,NA,No,NA,NA,671579.7028,714670.4964,6.463207198,-1.4484457
Ampentu (Ampento),YES,NA,1166,1340.9,Bosome Freho,Ashanti,NA,No,NA,NA,671713.9229,713773.9291,6.455095999,-1.447256999
Ampeyoo,YES,NA,1680,1932,Kumasi Metropolitan,Ashanti,NA,No,NA,NA,652553.0565,731474.1943,6.615666899,-1.620046299
Amponya,YES,NA,1184,1361.6,Amansie Central,Ashanti,NA,No,NA,NA,653043.9123,707557.9561,6.399368298,-1.616199198
Amponyase Junction,YES,NA,219,251.85,Adansi South,Ashanti,NA,No,NA,NA,637094.6432,667766.8613,6.039861099,-1.7612287
Ampunyase (Amponyase),YES,NA,3296,3790.4,Adansi South,Ashanti,NA,No,NA,NA,640164.0191,669347.3595,6.054091384,-1.733465466
Amudurase,YES,NA,2033,2337.95,Adansi South,Ashanti,NA,No,NA,NA,675898.4846,672005.1624,6.077275799,-1.410570998
Anansu,YES,UWE,2110,2426.5,Atwima Mponua,Ashanti,NA,No,2015,NA,565028.8137,707537.0334,6.400706198,-2.4119714
Anansu (Appiahkrom),YES,NA,1128,1297.2,Sekyere Central,Ashanti,NA,No,NA,NA,680360.881,775968.9247,7.017241897,-1.367206999
Aniamoa,YES,NA,1674,1925.1,Atwima Mponua,Ashanti,NA,No,NA,NA,607110.6924,722804.3606,6.538220598,-2.0312091
Aninangya New,YES,NA,1392,1600.8,Kumawu,Ashanti,NA,No,NA,NA,690853.8257,760974.1114,6.881321098,-1.272738898
Aninkroma,YES,NA,1088,1251.2,Atwima Nwabiagya,Ashanti,NA,No,NA,NA,637614.8035,753358.7065,6.813945299,-1.7546477
Anitua,YES,NA,175,201.25,Adansi North,Ashanti,NA,No,NA,NA,676971.9287,677850.15,6.130101898,-1.400717099
Ankaakur,YES,NA,960,1104,Amansie Central,Ashanti,NA,No,NA,NA,633574.8904,682755.189,6.175490999,-1.792724299
Ankaase,YES,NA,5651,6498.65,Kwabre,Ashanti,NA,No,NA,NA,660271.4705,757232.7008,6.848406298,-1.549550999
Ankaase,YES,NA,505,580.75,Ahafo Ano North,Ashanti,NA,No,NA,NA,575319.4378,755560.3729,6.834984599,-2.3183263
Ankaase Dansabonso,YES,NA,295,339.25,Asante Akim South,Ashanti,NA,No,NA,NA,695884.0383,708910.9272,6.410412699,-1.228914799
Ankaasi,YES,NA,1558,1791.7,Bekwai Municipal,Ashanti,NA,No,NA,NA,660089.1935,706374.5574,6.388490998,-1.552540399
Ankam,YES,NA,2580,2967,Amansie West,Ashanti,NA,No,NA,NA,625262.0236,707319.8622,6.397829999,-1.867366699
Ankamadoa,YES,NA,1417,1629.55,Sekyere Central,Ashanti,NA,No,NA,NA,686930.1138,784323.5432,7.092573498,-1.307479199
Ankasi,YES,NA,1839,2114.85,Bosumtwe,Ashanti,NA,No,NA,NA,678987.5243,716245.0727,6.477236699,-1.381430999
Annwona Mensah,YES,NA,241,277.15,Obuasi Municipal,Ashanti,NA,No,NA,NA,642733.0826,681349.9421,6.162587799,-1.709995299
Anomabo,YES,NA,641,737.15,Adansi North,Ashanti,NA,No,NA,NA,696271.8122,688294.9888,6.223994398,-1.226044899
Anomannye,YES,NA,8983,10330.45,Kumasi Metropolitan,Ashanti,NA,No,NA,NA,649927.4747,743924.3775,6.728325911,-1.643482242
Ansa,YES,NA,629,723.35,Adansi North,Ashanti,NA,No,NA,NA,674146.7565,673595.9201,6.091707099,-1.426353799
Antoa,YES,NA,9378,10784.7,Kwabre,Ashanti,NA,No,NA,NA,663011.5533,747138.0056,6.757044298,-1.525037499
Antoa,YES,NA,487,560.05,Offinso South Municipal,Ashanti,NA,No,NA,NA,646363.1149,766931.0934,6.936477698,-1.675153399
Antoakrom,YES,NA,2723,3131.45,Amansie West,Ashanti,NA,No,NA,NA,633339.2916,712956.3089,6.448640798,-1.794221799
Antobrakrom,YES,NA,852,979.8,Amansie West,Ashanti,NA,No,NA,NA,636607.8146,714939.1198,6.466502699,-1.764625899
Antwi Agyeikrom,YES,NA,1367,1572.05,Atwima Mponua,Ashanti,NA,No,NA,NA,583343.0313,718676.67,6.501252199,-2.2462233
Antwi Agyeikurom,YES,UWE,15,17.25,Atwima Mponua,Ashanti,NA,No,2016,NA,583351.6067,718680.1328,6.501283406,-2.246145699
Antwiagyie Nkwanta,YES,NA,268,308.2,Atwima Mponua,Ashanti,NA,No,NA,NA,582907.9559,719102.496,6.505109799,-2.2501523
Anumso (Anunuso),YES,NA,2074,2385.1,Bosome Freho,Ashanti,NA,No,NA,NA,687712.8289,711006.9745,6.429615299,-1.302709499
Anunya,YES,NA,717,824.55,Sekyere East,Ashanti,NA,No,NA,NA,683448.4713,757949.0334,6.854204998,-1.339833998
Anwanya,YES,NA,732,841.8,Sekyere Central,Ashanti,NA,No,NA,NA,677978.2588,768866.8124,6.953096498,-1.388990699
Anwiafutu,YES,WELDY,2449,2816.35,Atwima Mponua,Ashanti,NA,No,2015,NA,606185.9279,732136.693,6.622646098,-2.0394104
Anwiam/Amerase,YES,NA,1327,1526.05,Bekwai Municipal,Ashanti,NA,No,NA,NA,653853.7616,710238.7413,6.423592199,-1.608812399
Anwiankwanta,YES,NA,3027,3481.05,Bekwai Municipal,Ashanti,NA,No,NA,NA,650770.2329,714632.1053,6.463398998,-1.636582999
Anwiaso (Anweaso),YES,NA,1870,2150.5,Bosome Freho,Ashanti,NA,No,NA,NA,691305.7216,698346.1381,6.315026598,-1.270616199
Anwomaso,YES,NA,8183,9410.45,Kumasi Metropolitan,Ashanti,NA,No,NA,NA,661991.9882,740079.0078,6.693236999,-1.534451999
Anwona,YES,NA,1581,1818.15,Adansi North,Ashanti,NA,No,NA,NA,664138.307,673293.0881,6.089224799,-1.516779699
Anyankyirem,YES,NA,1044,1200.6,Amansie Central,Ashanti,NA,No,NA,NA,644167.1156,692708.656,6.265283299,-1.696784199
Anyanso,YES,NA,3196,3675.4,Bosome Freho,Ashanti,NA,No,NA,NA,686938.3158,707797.0329,6.400613499,-1.309806199
Anyinam,YES,NA,1092,1255.8,Obuasi Municipal,Ashanti,NA,No,NA,NA,646054.7683,683406.7178,6.181115498,-1.679933599
Anyinam,YES,NA,605,695.75,Bekwai Municipal,Ashanti,NA,No,NA,NA,662825.4169,717957.1587,6.493164199,-1.527504198
Anyinam,YES,NA,1522,1750.3,Kumasi Metropolitan,Ashanti,NA,No,NA,NA,649645.2362,733787.3894,6.636658711,-1.646287569
Anyinamso No.1,YES,NA,1407,1618.05,Atwima Mponua,Ashanti,NA,No,NA,NA,620549.2149,734558.4428,6.644281298,-1.909442699
Anyinamso No.II,YES,NA,2464,2833.6,Atwima Mponua,Ashanti,NA,No,NA,NA,621018.35,734766.401,6.646152799,-1.905195
Anyinasa,YES,NA,584,671.6,Atwima Mponua,Ashanti,NA,No,NA,NA,610455.0846,740673.6831,6.699784499,-2.000637999
Anyinase,YES,NA,1606,1846.9,Bosome Freho,Ashanti,NA,No,NA,NA,684472.3259,708545.3616,6.407452998,-1.332073898
Anyinasu,YES,NA,7120,8188,Ejura-Sekyedumase,Ashanti,NA,No,NA,NA,656933.7391,800172.1733,7.236804498,-1.578568899
Anyinasuso,YES,NA,2400,2760,Offinso South Municipal,Ashanti,NA,No,NA,NA,642603.6722,775509.6484,7.014152998,-1.708964599
Anyinasuso,YES,NA,4450,5117.5,Ahafo Ano North,Ashanti,NA,No,NA,NA,599631.9791,769059.4122,6.956720098,-2.0980726
Anyinatiase,YES,NA,669,769.35,Bosumtwe,Ashanti,NA,No,NA,NA,671906.3993,719502.3294,6.506891498,-1.445358298
Apaah,YES,NA,4840,5566,Mampong Municipal,Ashanti,NA,No,NA,NA,670812.5432,769695.9845,6.960810598,-1.453811799
Apaaso,YES,NA,331,380.65,Bekwai Municipal,Ashanti,NA,No,NA,NA,652198.4909,711918.2201,6.438821099,-1.623735999
Apaaso,YES,NA,1815,2087.25,Kumasi Metropolitan,Ashanti,NA,No,NA,NA,652784.3113,731396.4152,6.614957698,-1.617956799
Apagya,YES,NA,1257,1445.55,Kwabre,Ashanti,NA,No,NA,NA,647372.6612,753662.7101,6.816458898,-1.666351599
Apagya,YES,NA,3862,4441.3,Adansi South,Ashanti,NA,No,NA,NA,679955.8148,662650.7099,5.992577799,-1.374170798
Apampatia,YES,NA,1632,1876.8,Atwima Kwanwoma,Ashanti,NA,No,NA,NA,646618.2676,734065.206,6.639245198,-1.673658199
Apantubuom (Pantubuom),YES,NA,838,963.7,Bosome Freho,Ashanti,NA,No,NA,NA,682281.1991,713396.691,6.451384698,-1.351738299
Apatrapa,YES,NA,7605,8745.75,Kumasi Metropolitan,Ashanti,NA,No,NA,NA,645225.5537,741758.4782,6.708854345,-1.686069252
Apeadu,YES,NA,3198,3677.7,Kumasi Metropolitan,Ashanti,NA,No,NA,NA,662967.464,736950.5198,6.664919477,-1.525713516
Apemanim,YES,NA,498,572.7,Atwima Kwanwoma,Ashanti,NA,No,NA,NA,642583.0675,730798.0669,6.609794199,-1.7102319
Apemso,YES,NA,903,1038.45,Ejisu-Juaben Municipal,Ashanti,NA,No,NA,NA,675696.4458,747406.0416,6.759106998,-1.410282999
Apemso,YES,NA,942,1083.3,Sekyere East,Ashanti,NA,No,NA,NA,680626.723,756361.5999,6.839938499,-1.365411899
Apemso,YES,NA,852,979.8,Kumasi Metropolitan,Ashanti,FEEDER ROAD,No,NA,NA,661676.9828,736419.41,6.660151307,-1.537399498
Apenimadi,YES,NA,637,732.55,Amansie West,Ashanti,NA,No,NA,NA,611247.5605,684956.0583,6.195817099,-1.994462199
Aperade,YES,NA,2520,2898,Asokore Mampong Municipal,Ashanti,NA,No,NA,NA,661533.6246,742146.1916,6.711943121,-1.538542237
Apere,YES,NA,1378,1584.7,Kumasi Metropolitan,Ashanti,NA,No,NA,NA,648265.7466,735864.3267,6.655475621,-1.658713391
